AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1472.0,-19728.0,10232.0,11916.0,-231.0,-1561.0
1752.0,-12748.0,10904.0,21264.0,-1793.0,3486.0
1992.0,-6788.0,12820.0,14032.0,-369.0,6125.0
2036.0,-680.0,12912.0,-789.0,2873.0,5436.0
1084.0,-10316.0,11260.0,-10979.0,6368.0,1366.0
628.0,-16852.0,11384.0,-9560.0,5311.0,-4378.0
364.0,-17560.0,10876.0,1223.0,1685.0,-3368.0
848.0,-16356.0,12004.0,11685.0,-1439.0,271.0
1468.0,-10932.0,12072.0,16489.0,-2585.0,3285.0
1864.0,-4308.0,13868.0,5148.0,-810.0,2803.0
1520.0,-3408.0,12608.0,-8496.0,2851.0,1853.0
1164.0,-14232.0,10760.0,-13775.0,5455.0,-1833.0
1196.0,-18908.0,8604.0,-3646.0,3541.0,-4482.0
1416.0,-21740.0,10572.0,12940.0,-788.0,-1294.0
1480.0,-13640.0,11480.0,24917.0,-3884.0,3685.0
2248.0,-4792.0,13484.0,15860.0,-1916.0,7087.0
2208.0,1744.0,13888.0,-3541.0,3255.0,5969.0
560.0,-8688.0,12440.0,-17212.0,7964.0,651.0
680.0,-16704.0,11268.0,-18845.0,7354.0,-6813.0
484.0,-18248.0,10452.0,-9501.0,4046.0,-7044.0
204.0,-18652.0,12052.0,2560.0,-14.0,-3286.0
1164.0,-12484.0,12324.0,6847.0,-2813.0,-17.0
1744.0,-7864.0,12256.0,135.0,-1374.0,615.0
1616.0,-8332.0,10900.0,-7436.0,2189.0,-280.0
1680.0,-15572.0,8636.0,-5561.0,4011.0,-2287.0
1816.0,-21472.0,7796.0,6509.0,2571.0,-2335.0
1768.0,-18608.0,9512.0,20543.0,-531.0,909.0
1384.0,-10980.0,12144.0,22223.0,-2459.0,6487.0
1860.0,36.0,13692.0,8326.0,105.0,7691.0
1464.0,-3476.0,12672.0,-8365.0,4957.0,4676.0
804.0,-14796.0,11112.0,-15059.0,6808.0,-3289.0
1152.0,-17224.0,9536.0,-7894.0,4597.0,-7318.0
